rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/10004504-ultraviolet,Jeremy C. Fox,False,Pajiba,Rotten,,2006-03-04,None of the actors is really any good -- though some have been impressive elsewhere -- but it would be unjust to single them out for failing to rise above the material; what would be remarkable is if anyone could.
m/10004504-ultraviolet,Kevin N. Laforest,False,Montreal Film Journal,Rotten,1.5/4,2006-03-04,Do the kids today even like all these video-game/manga/sci-fi movies that clutter multiplexes?
m/10004504-ultraviolet,Keith Breese,False,Filmcritic.com,Rotten,2/5,2006-03-04,a garbled mess of whiz bang and wouldn't-that-be-cool
m/10004504-ultraviolet,Eric Lurio,False,Greenwich Village Gazette,Rotten,0/5,2006-03-04,"If you want to break up with your significant other, take him/her to this turd."
m/10004504-ultraviolet,Dustin Putman,False,TheFilmFile.com,Rotten,1.5/4,2006-03-04,"The experience is merely interminable, wholly forgettable, and without the requisite thrills and spills."
m/10004504-ultraviolet,Kevin A. Ranson,False,MovieCrypt.com,Rotten,1.5/4,2006-03-04,"... feels incomplete, as though the production ran out of time, money, or both."
m/10004504-ultraviolet,The Foywonder,False,Dread Central,Rotten,0.5/5,2006-03-05,Ultraviolet takes all the badness of Catwoman and repackages it with the look of live action anime and the mentality of a video game you have no control over.
m/10004504-ultraviolet,Nell Minow,False,Movie Mom,Rotten,C-,2006-03-05,"The bad guys stride through spotless corriders in buildings where weirdly calm disembodied female voices say things like ""Switching to emergency backup lighting system."" If only I could have found the button for the emergency back-up better movie system."
m/10004504-ultraviolet,Scott Nash,False,Three Movie Buffs,Rotten,0.5/4,2006-03-05,Monumentally awful
m/10004504-ultraviolet,E! Staff,False,E! Online,Rotten,C-,2006-03-05,"It's a banner year for bad vampire flicks, so Ultraviolet is truly damned by this faint praise: It's not the worst."
m/10004504-ultraviolet,Gene Seymour,True,Newsday,Rotten,1.5/4,2006-03-05,"Whether Six is a blessing or a boon to mutants or humans is one of the many things that are not clearly explained through all the flying bodies, flashing steel and grinding metal."
m/10004504-ultraviolet,Lou Lumenick,True,New York Post,Rotten,0/4,2006-03-05,"Ultrastupid, ultra-incoherent, ultrasilly -- and way, way ultraboring."
m/10004504-ultraviolet,Jeannette Catsoulis,True,New York Times,Rotten,1/5,2006-03-05,Ultraviolet cleaves faithfully to its comic-book genealogy with a plot unobstructed by big words and images that rarely breach two dimensions. Ultrasilly.
m/10004504-ultraviolet,Jonathan Perry,True,Boston Globe,Rotten,1/4,2006-03-06,Wimmer ain't no Cassavetes.
m/10004504-ultraviolet,James Berardinelli,True,ReelViews,Rotten,1/4,2006-03-06,"Uwe Boll would be proud of this movie. It's pretentious and oh-so-serious. The tone of the movie is one of high art, but it stinks like a landfill."
m/10004504-ultraviolet,Timothy Knight,False,Reel.com,Rotten,1/4,2006-03-06,"Flat-out awful in almost every respect, Ultraviolet will hopefully drive the final nail in the coffin of the sci-fi/action-babe genre."
m/10004504-ultraviolet,Peter Hartlaub,True,San Francisco Chronicle,Rotten,1/4,2006-03-06,The Yule log was way more entertaining.
m/10004504-ultraviolet,Roger Moore,True,Orlando Sentinel,Rotten,1/5,2006-03-06,"It's not bad enough to be funny, but it's not without its moments. Most of those come when Jovovich, not the best with a catch-phrase, answers some challenge with a put-down she should have practiced more in between personal trainer sessions."
m/10004504-ultraviolet,Lisa Rose,True,Newark Star-Ledger,Rotten,0/4,2006-03-06,"Her sword is red, her eyes are blue and her movie is horrible."
m/10004504-ultraviolet,Liz Braun,False,Jam! Movies,Rotten,1/5,2006-03-06,"Anyway, we went to Ultraviolet so you won't have to. It was awful. Next time you go, okay?"
m/10004504-ultraviolet,Chuck Wilson,False,L.A. Weekly,Rotten,,2006-03-06,"Ultraviolet and the recent Resident Evil films mark this compelling Russian beauty as the unofficial queen of Xbox-ready junk movies, which are fast becoming the new century's equivalent of radioactive bug flicks."
m/10004504-ultraviolet,Todd Gilchrist,False,IGN Movies,Fresh,2.5/5,2006-03-06,"If you have no problem with an experience that feels like an adrenaline shot administered directly to your brain, then this is the place to start."
m/10004504-ultraviolet,Jackie K. Cooper,False,jackiekcooper.com,Rotten,3/10,2006-03-07,'Aeon Flux' Jr - nuff said
m/10004504-ultraviolet,Anderson Jones,False,FilmStew.com,Rotten,,2006-03-08,"Has filmmaking really become this cynical, or is it just me?"
m/10004504-ultraviolet,Tasha Robinson,True,AV Club,Rotten,D,2006-03-08,Wimmer borrows all his best ideas from other movies...then spackles over his half-assed plot with a shiny aesthetic.
m/10004504-ultraviolet,Scott Brown,True,Entertainment Weekly,Rotten,D-,2006-03-08,Crank your brain to its lowest possible idle and you'll still overthink Ultraviolet.
m/10004504-ultraviolet,Linda Cook,False,"Quad City Times (Davenport, IA)",Fresh,1/4,2006-03-08,"When I saw the trailer for ""Ultraviolet,"" I thought: Well, here's another PG-13 movie with a slender, beautiful heroine in exotic garb in a flick made for fan boys."" I was right."
m/10004504-ultraviolet,Ken Hanke,False,"Mountain Xpress (Asheville, NC)",Rotten,2.5/5,2006-03-08,"Overall, it's a film that can best be thought of as the work of a more cerebral Uwe Boll."
m/10004504-ultraviolet,Jeffrey M. Anderson,False,Combustible Celluloid,Fresh,2.5/4,2006-03-09,This nearly incomprehensible guilty pleasure is actually a great deal of fun.
m/10004504-ultraviolet,Peter Canavese,False,Groucho Reviews,Rotten,1/4,2006-03-10,"The real blood war is between this movie and the slightly better Aeon Flux, which Wimmer plagiarizes as freely as Equilibrium plagiarized Fahrenheit 451 and The Matrix."
m/10004504-ultraviolet,John Beifuss,False,"Commercial Appeal (Memphis, TN)",Rotten,0.5/4,2006-03-13,"The adventures of Catwoman, Elektra, Lara Croft and Aeon Flux were positively Homeric compared to this simple-minded Hi-Def tedium..."
m/10004504-ultraviolet,Luke Y. Thompson,False,Los Angeles CityBeat,Fresh,,2006-03-16,"a kinetic art piece of color, sound, and movement that exists somewhere between the Underworld movies and Matthew Barney's Cremaster Cycle, with just a hint of Tron thrown in."
m/10004504-ultraviolet,Kimberley Jones,False,Austin Chronicle,Rotten,0/5,2006-03-25,"Jovovich, who's shown sensitivity in her dramatic work, looks spectacularly bored as she power-kicks her way through one bloody pile-up after another. That boredom, like the mystery virus at the center of the film, is contagious."
m/10004504-ultraviolet,JoBlo,False,JoBlo's Movie Network,Rotten,5/10,2006-03-25,This film might actually include some of the worst deliveries that I have seen in any movie in a long time.
m/10004504-ultraviolet,Jessica Letkemann,False,Premiere Magazine,Rotten,1.5/4,2006-03-25,"Amid every action cliche in the book, outmoded stereotypes, and a plot derivative of every futuristic drama made in the last fifteen years, Ultraviolet comes off as nothing more than a pale copy of better, more inventive films."
m/10004504-ultraviolet,,False,Bullz-Eye.com,Rotten,1/5,2006-03-25,
m/10004504-ultraviolet,David N. Butterworth,False,rec.arts.movies.reviews,Rotten,1.5/4,2006-03-25,Ultracrappy more like.
m/10004504-ultraviolet,,False,Hartford Courant,Rotten,1/5,2006-03-25,
m/10004504-ultraviolet,Philip Wuntch,True,Dallas Morning News,Rotten,D,2006-03-25,Ultra-dumb.
m/10004504-ultraviolet,Shlomo Schwartzberg,False,Boxoffice Magazine,Rotten,1/5,2006-03-25,"This is disposable cinema, to be wiped clean from the mind as soon it's over and mercifully forgotten."
m/10004504-ultraviolet,Stina Chyn,False,Film Threat,Rotten,2/5,2006-03-25,"Milla Jovovich may look hot in spandex and bangs, but if you want rapidly-cut, slow-motioned-for-emphasis spectacle AND story, take in some ESPN highlights or any production by NFL Films. At least you would be getting your money's worth."
m/10004504-ultraviolet,Pablo Villaça,False,Cinema em Cena,Rotten,1/5,2006-04-30,"... inacreditável que o diretor do eficiente Equilibrium seja o responsável por uma porcaria mal roteirizada, pavorosamente dirigida, repleta de efeitos visuais capengas e péssimas atuações como esta produção."
m/10004504-ultraviolet,Rob Gonsalves,False,eFilmCritic.com,Fresh,4/5,2006-05-06,Ultraviolet is absolutely worth a look -- if not a listen or a thought.
m/10004504-ultraviolet,Jim Lane,False,Sacramento News & Review,Rotten,1/5,2006-05-12,The cheesy CGI effects look like they were done on a 15-year-old Macintosh.
m/10004504-ultraviolet,Paul Arendt,True,BBC.com,Rotten,1/5,2006-06-06,The only redeeming feature is a production design so outrageously mad that you will genuinely have no idea what you're watching for more than half the time.
m/10004504-ultraviolet,James O'Ehley,False,Sci-Fi Movie Page,Rotten,,2006-06-15,"Director Kurt Wimmer claims to have written Ultraviolet specifically with lead actress Milla Jovovich in mind. No, I don't know what Jovovich did to deserve this either . . ."
m/10004504-ultraviolet,Peter Bradshaw,True,Guardian,Rotten,2/5,2006-06-24,"Some spectacular action, though obviously digital: free of risk, free of drama."
m/10004504-ultraviolet,Nigel Floyd,True,Time Out,Rotten,,2006-06-24,"Derivative, adolescent tosh."
m/10004504-ultraviolet,David Edwards,False,Daily Mirror (UK),Rotten,0/5,2006-06-24,"Lordy mama, the thing's just unspeakable."
m/10004504-ultraviolet,Matthew Turner,False,ViewLondon,Rotten,1/5,2006-06-24,"Just when you thought Aeon Flux couldn't have been any more rubbish, along comes Ultraviolet to prove you wrong."
m/10004504-ultraviolet,James Dyer,False,Empire Magazine,Rotten,1/5,2006-06-24,"Unengaging, uninspired and unwatchable. A criminal waste of time and talent."
m/10004504-ultraviolet,Ethan Alter,False,Film Journal International,Rotten,,2007-03-01,The narrative is so jumbled that even the actors can't seem to keep track of what exactly is meant to be happening.
m/10004504-ultraviolet,J. R. Jones,True,Chicago Reader,Rotten,,2007-03-06,"Despite the expository speeches draped over this like birthday bunting, the story remains largely incomprehensible."
m/10004504-ultraviolet,Anton Bitel,False,musicOMH.com,Rotten,,2007-07-02,"Undemanding, unengaging, and glaringly unoriginal, Ultraviolet gives real comic books a bad name."
m/10004504-ultraviolet,Joe Lozito,False,Big Picture Big Sound,Rotten,1/4,2007-07-14,"Really, you can't blame Ms. Jovovich."
m/10004504-ultraviolet,Brian Marder,False,Hollywood.com,Rotten,1/5,2008-11-20,
m/10004504-ultraviolet,Felix Vasquez Jr.,False,Cinema Crazed,Rotten,,2009-04-29,One of the worst movies of 2006 so far.
m/10004504-ultraviolet,Rob Nelson,True,Village Voice,Rotten,,2009-08-27,"The most receptive audience will mainly be enlightened to know that you can make a movie as thoroughly unprofessional as this one and still get it released in 3,000 theaters."
m/10004504-ultraviolet,David Nusair,False,Reel Film Reviews,Rotten,1.5/4,2010-01-17,Woefully nonsensical from start to finish...
m/10004504-ultraviolet,Adam Lippe,False,Examiner.com,Rotten,,2012-12-31,"The repetition of the action scenes play like an avant-garde joke about the indistinguishable nature of Hollywood fight scenes. Think Warhol's soup cans, only with actors posing with swords."
m/10004504-ultraviolet,Daniel Barnes,False,Dare Daniel,Rotten,1/5,2019-06-04,"With a visual aesthetic that recalls a 1998 screensaver and a script penned by Google Translate, the film is either admirably unwatchable, contemptuously unwatchable or Vice-unwatchable. Whatever the case, it's unwatchable."
m/10004504-ultraviolet,Alberto Abuín,False,Espinof,Rotten,,2019-06-28,"Milla Jovovich is as amazing as you expect, but her participation in this style of films, which seem all the same, begins to tire. [Full Review in Spanish]"
m/10004635-home_of_the_brave,Scott Foundas,True,Variety,Fresh,,2004-10-15,"A serenely powerful, handcrafted film that navigates into a place Dr. Martin Luther King Jr. once called 'the tangled discords of our nation.'"
m/10004635-home_of_the_brave,James Greenberg,True,Hollywood Reporter,Fresh,,2004-10-15,"It is a film that should be required viewing by all citizens, especially students, if we hope not to repeat this awful chapter."
